,prompt,secondary_prompt,gender1,gender2,age_group1,age_group2,nationality1,nationality2,scenario,result,misunderstanding_present,secondary_result,cultural_dimension
96,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,N/A,none
97,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (United States): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,N/A,none
98,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",No,False,Individualism,collectivism/individualism
99,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (United States): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",No,False,Uncertainty Avoidance,uncertainty avoidance
100,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (United States): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",No,False,Uncertainty Avoidance,uncertainty avoidance
101,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (United States): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",No,False,Not Applicable,none
102,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (United States): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",No,False,Uncertainty Avoidance,uncertainty avoidance
103,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Germany): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (United States): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,United States,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,N/A,none
104,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Mexico): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,Not applicable,none
105,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (Mexico): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,N/A,none
106,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Mexico): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",No,False,N/A,none
107,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (Mexico): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",No,False,There is no cross-cultural violation in this scenario.,none
108,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (Mexico): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",No,False,N/A,none
109,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (Mexico): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",No,False,Not applicable,none
110,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (Mexico): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",No,False,Uncertainty Avoidance,uncertainty avoidance
111,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (Germany): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (Mexico): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Mexico,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,Not applicable,none
112,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (India): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,Not Applicable,none
113,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (India): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,Not applicable,none
114,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (India): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",No,False,Individualism,collectivism/individualism
115,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (India): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",No,False,N/A,none
116,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (India): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",No,False,There is no cross-cultural violation in the given scenario.,none
117,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (India): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",No,False,N/A,none
118,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (India): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",No,False,N/A,none
119,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (Germany): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (India): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,India,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,Not applicable,none
120,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Germany): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,Not applicable,none
121,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (Germany): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,N/A,none
122,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Germany): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",No,False,N/A,none
123,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (Germany): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",No,False,Not applicable,none
124,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (Germany): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",No,False,Not applicable,none
125,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (Germany): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",No,False,N/A,none
126,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (Germany): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",No,False,Not applicable,none
127,"In the following scenario, the first person is Male, is from Germany, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (Germany): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (Germany): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Germany,Germany,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,Not applicable,none
128,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from United States, and is 40-59 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,40-59,United States,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,Not Applicable,none
129,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from United States, and is 40-59 years old.

Male (United States): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (United States): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,40-59,United States,United States,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,Not applicable,none
130,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from United States, and is 40-59 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,40-59,United States,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",No,False,N/A,none
